Date,,,Address,Type,Indicator,Weapon,,,,Lat,Long,,,,,Tract
6/2/2014,02:19:00,9S,300 S CALHOUN ST,SHOOTING,Outside,FIREARM,935,SOUTHERN,NEW SOUTHWEST/MOUNT CLARE,-76.63937845,39.2844533,,STREET,,1,0
6/2/2014,22:40:00,3B,4100 LABYRINTH RD,ROBBERY - STREET,I,NA,631,NORTHWEST,FALLSTAFF,-76.70738738,39.36002267,,STREET,,1,0
6/2/2014,03:30:00,3B,2500 E NORTHERN PKWY,ROBBERY - STREET,I,NA,423,NORTHEAST,HARFORD-ECHODALE/PERRING PARKWAY,-76.56245407,39.36687001,,SCHOOL,,1,0
6/2/2014,23:02:00,4A,800 BETHUNE RD,AGG. ASSAULT,O,FIREARM,922,SOUTHERN,CHERRY HILL,-76.62091981,39.24532144,,STREET,,1,0
6/2/2014,18:23:00,3AK,5400 REISTERSTOWN RD,ROBBERY - STREET,O,KNIFE,634,NORTHWEST,WOODMERE,-76.68809403,39.34609671,,STREET,,1,0
6/2/2014,17:30:00,3B,3300 GARRISON BLVD,ROBBERY - STREET,O,NA,621,NORTHWEST,CENTRAL FOREST PARK,-76.68266628,39.32640868,,STREET,,1,0
6/2/2014,02:19:00,4A,300 S NORRIS ST,AGG. ASSAULT,O,FIREARM,935,SOUTHERN,NEW SOUTHWEST/MOUNT CLARE,-76.64005232,39.28395684,,STREET,,1,0
6/2/2014,19:54:00,4B,4800 BEAUFORT AVE,AGG. ASSAULT,I,KNIFE,614,NORTHWEST,CENTRAL PARK HEIGHTS,-76.67543837,39.34393925,,ROW/TOWNHOUSE-OCC,,1,0
6/1/2014,01:23:00,1A,100 S KOSSUTH ST,HOMICIDE,Outside,FIREARM,835,SOUTHWEST,SAINT JOSEPHS,-76.67662261,39.28556509,,STREET,,1,0
6/1/2014,21:46:00,4B,700 DRUID PARK LAKE DR,AGG. ASSAULT,O,KNIFE,,,,,,,APT/CONDO - OCCUPIED,,1,0
6/1/2014,19:50:00,4D,2700 THE ALAMEDA,AGG. ASSAULT,O,HANDS,411,NORTHEAST,COLDSTREAM HOMESTEAD MONTEBELLO,-76.59198918,39.32206695,,ROW/TOWNHOUSE-OCC,,1,0
6/1/2014,19:00:00,4C,200 S CAROLINE ST,AGG. ASSAULT,I,OTHER,211,SOUTHEAST,PERKINS HOMES,-76.59695257,39.28905251,,STREET,,1,0
6/1/2014,00:03:00,4B,100 N SMALLWOOD ST,AGG. ASSAULT,I,KNIFE,714,WESTERN,PENROSE/FAYETTE STREET OUTREACH,-76.65161602,39.28968015,,STREET,,1,0
6/1/2014,23:00:00,3JF,4000 PENHURST AVE,ROBBERY - RESIDENCE,O,FIREARM,621,NORTHWEST,WEST ARLINGTON,-76.68573139,39.33877592,,ROW/TOWNHOUSE-OCC,Western,1,0
6/1/2014,00:10:00,3B,2300 E FAIRMOUNT AVE,ROBBERY - STREET,I,NA,221,SOUTHEAST,PATTERSON PLACE,-76.58399301,39.2931041,,STREET,,1,0
6/1/2014,01:01:00,2A,2700 JEFFERSON ST,RAPE,O,OTHER,221,SOUTHEAST,MCELDERRY PARK,-76.57852616,39.29695192,,ROW/TOWNHOUSE-OCC,,1,0
5/31/2014,16:12:00,4D,100 BROADWAY,AGG. ASSAULT,I,HANDS,212,SOUTHEAST,WASHINGTON HILL,-76.59412225,39.29295268,,STREET,,1,0
5/31/2014,16:20:00,3CK,5500 HARFORD RD,ROBBERY - COMMERCIAL,I,KNIFE,423,NORTHEAST,HARFORD-ECHODALE/PERRING PARKWAY,-76.56131214,39.3525682,,SPECIALTY STORE,,1,0
5/31/2014,18:00:00,3B,3300 LERCH DR,ROBBERY - STREET,O,NA,426,NORTHEAST,WALTHERSON,-76.56214785,39.34561292,,STREET,,1,0
5/31/2014,05:40:00,3CF,4400 PARK HEIGHTS AVE,ROBBERY - COMMERCIAL,I,FIREARM,614,NORTHWEST,CENTRAL PARK HEIGHTS,-76.66689742,39.34049602,,OTHER - INSIDE,Tri-District,1,0
5/31/2014,01:40:00,1K,0 S STOCKTON ST,HOMICIDE,O,KNIFE,931,SOUTHERN,HOLLINS MARKET,-76.63741746,39.28728525,,DWELLING,,1,0
5/31/2014,14:07:00,4A,1300 WASHINGTON BLVD,AGG. ASSAULT,O,FIREARM,932,SOUTHERN,WASHINGTON VILLAGE,-76.63539247,39.28056043,,ROW/TOWNHOUSE-OCC,,1,0
5/31/2014,18:00:00,4C,1200 GREENMOUNT AVE,AGG. ASSAULT,O,OTHER,313,EASTERN,JOHNSTON SQUARE,-76.60812415,39.30432061,,STREET,Central,1,0
5/31/2014,00:43:00,4C,4800 BELAIR RD,AGG. ASSAULT,I,OTHER,426,NORTHEAST,FRANKFORD,-76.55851929,39.33326075,,ROW/TOWNHOUSE-OCC,,1,0
5/31/2014,03:30:00,4B,900 HARLEM AVE,AGG. ASSAULT,O,KNIFE,713,WESTERN,HARLEM PARK,-76.63331191,39.2969427,,STREET,,1,0
5/30/2014,22:43:00,4A,2000 ROBB ST,AGG. ASSAULT,O,FIREARM,312,EASTERN,EAST BALTIMORE MIDWAY,-76.60351254,39.31284449,,STREET,,1,0
5/30/2014,13:30:00,2A,900 PENNSYLVANIA AVE,RAPE,O,OTHER,121,CENTRAL,HERITAGE CROSSING,-76.62649182,39.2970122,,ROW/TOWNHOUSE-OCC,,1,0
5/30/2014,08:20:00,4B,2800 N DUKELAND ST,AGG. ASSAULT,I,KNIFE,611,NORTHWEST,HANLON-LONGWOOD,-76.66497404,39.31900508,,SCHOOL,,1,0
5/30/2014,08:20:00,4B,2800 N DUKELAND ST,AGG. ASSAULT,I,KNIFE,611,NORTHWEST,HANLON-LONGWOOD,-76.66497404,39.31900508,,SCHOOL,,1,0
5/29/2014,04:30:00,3AF,5300 EDMONDSON AVE,ROBBERY - STREET,O,FIREARM,823,SOUTHWEST,WESTGATE,-76.71111781,39.28753381,,BUS. PARK LOT-INSIDE,,1,0
5/29/2014,00:06:00,9S,1100 EDMONDSON AV,SHOOTING,I,FIREARM,713,WESTERN,HARLEM PARK,-76.63590051,39.29561277,,STREET,,1,0
5/29/2014,17:58:00,4B,1500 N GILMOR ST,AGG. ASSAULT,I,KNIFE,734,WESTERN,SANDTOWN-WINCHESTER,-76.6433857,39.30542995,,STREET,,1,0
5/29/2014,16:45:00,3CF,5500 HARFORD RD,ROBBERY - COMMERCIAL,I,FIREARM,423,NORTHEAST,HARFORD-ECHODALE/PERRING PARKWAY,-76.56131214,39.3525682,,RETAIL/SMALL BUSINES,,1,0
5/29/2014,23:30:00,3JF,2300 DUKELAND ST,ROBBERY - RESIDENCE,O,FIREARM,731,WESTERN,PANWAY/BRADDISH AVENUE,-76.66423287,39.31375756,,ROW/TOWNHOUSE-OCC,,1,0
5/29/2014,23:00:00,4B,200 BETHEL CT,AGG. ASSAULT,O,KNIFE,212,SOUTHEAST,DUNBAR-BROADWAY,-76.59476432,39.29433139,,ROW/TOWNHOUSE-OCC,,1,0
5/28/2014,22:30:00,3B,2500 N HOWARD ST,ROBBERY - STREET,O,NA,511,NORTHERN,CHARLES VILLAGE,-76.6197239,39.31868256,,STREET,,1,0
5/28/2014,14:00:00,3B,1100 E 33RD ST,ROBBERY - STREET,I,NA,412,NORTHEAST,BETTER WAVERLY,-76.60049097,39.32824557,,STREET,,1,0
5/28/2014,03:30:00,4A,1700 E FAYETTE ST,AGG. ASSAULT,O,FIREARM,212,SOUTHEAST,DUNBAR-BROADWAY,-76.59380065,39.29402885,,STREET,,1,0
5/28/2014,03:36:00,4B,1200 N MONTFORD AVE,AGG. ASSAULT,O,KNIFE,331,EASTERN,BROADWAY EAST,-76.58406787,39.30533665,,ROW/TOWNHOUSE-OCC,,1,0
5/28/2014,02:59:00,9S,4000 WESTCHESTER RD,SHOOTING,Outside,FIREARM,624,NORTHWEST,WEST FOREST PARK,-76.68767301,39.32098984,,,,1,0
5/28/2014,22:30:00,3B,2500 N HOWARD ST,ROBBERY - STREET,,NA,511,NORTHERN,CHARLES VILLAGE,-76.6197239,39.31868256,,STREET,,1,0
5/28/2014,13:45:00,3AO,1100 COVINGTON ST,ROBBERY - STREET,O,OTHER,943,SOUTHERN,RIVERSIDE,-76.60706276,39.27751321,,STREET,,1,0
5/28/2014,15:20:00,3AO,5000 TRUESDALE AV,ROBBERY - STREET,I,OTHER,443,NORTHEAST,FRANKFORD,-76.54629703,39.3185105,,SCHOOL,,1,0
5/28/2014,16:00:00,3M,4700 LIBERTY HEIGHTS AVE,ROBBERY - COMMERCIAL,I,NA,622,NORTHWEST,HOWARD PARK,-76.69650975,39.33158826,,FINANCE/LOAN COMPANY,,1,0
5/28/2014,00:52:00,3AF,5100 PARK HEIGHTS AVE,ROBBERY - STREET,O,FIREARM,614,NORTHWEST,CENTRAL PARK HEIGHTS,-76.67481031,39.34833007,,STREET,,1,0
5/28/2014,23:45:00,3AF,5500 ELDERON AVE,ROBBERY - STREET,I,FIREARM,634,NORTHWEST,GROVE PARK,-76.69604628,39.34183494,,STREET,,1,0
5/27/2014,08:15:00,4A,3500 CLIFTON AVE,AGG. ASSAULT,O,FIREARM,812,SOUTHWEST,MOUNT HOLLY,-76.67630296,39.31098487,,APT/CONDO - OCCUPIED,,1,0
5/27/2014,15:20:00,4C,100 BROADWAY,AGG. ASSAULT,O,OTHER,212,SOUTHEAST,UPPER FELLS POINT,-76.59360023,39.29001627,,STREET,,1,0
5/27/2014,00:05:00,4C,1600 PENNSYLVANIA AVE,AGG. ASSAULT,O,OTHER,123,CENTRAL,UPTON,-76.63421954,39.30310733,,STREET,,1,0
5/27/2014,11:45:00,4D,500 W PRESTON ST,AGG. ASSAULT,I,HANDS,123,CENTRAL,HERITAGE CROSSING,-76.62575246,39.29940925,,SCHOOL,Western,1,0
5/27/2014,01:30:00,2B,400 N PATTERSON PARK AVE,RAPE,O,OTHER,321,EASTERN,MIDDLE EAST,-76.58499679,39.29573403,,ROW/TOWNHOUSE-OCC,,1,0
5/27/2014,21:06:00,1A,1900 W FRANKLIN ST,HOMICIDE,I,FIREARM,722,WESTERN,MIDTOWN-EDMONDSON,-76.64754162,39.2939089,,STREET,,1,0
5/27/2014,23:40:00,3B,200 N HOWARD ST,ROBBERY - STREET,I,NA,114,CENTRAL,DOWNTOWN,-76.61963173,39.29159528,,STREET,,1,0
5/27/2014,21:00:00,4C,2900 ELLICOTT DR,AGG. ASSAULT,I,OTHER,,,,,,,YARD,,1,0
5/27/2014,02:23:00,4C,3300 ELMLEY AVE,AGG. ASSAULT,I,OTHER,434,NORTHEAST,BELAIR-EDISON,-76.5770719,39.31710488,,ROW/TOWNHOUSE-OCC,,1,0
5/26/2014,00:55:00,4B,500 WARNER ST,AGG. ASSAULT,O,KNIFE,941,SOUTHERN,RIDGELY'S DELIGHT,-76.62428604,39.28372668,,APT/CONDO - OCCUPIED,,1,0
5/25/2014,03:00:00,4D,400 E NORTH AVE,AGG. ASSAULT,O,HANDS,311,EASTERN,BARCLAY,-76.61074427,39.31147881,,ROW/TOWNHOUSE-OCC,,1,0
5/25/2014,10:25:00,4C,2400 FRANCIS ST,AGG. ASSAULT,O,OTHER,733,WESTERN,PENN NORTH,-76.64144555,39.31219839,,ROW/TOWNHOUSE-OCC,,1,0
5/25/2014,11:00:00,4A,5900 CHINQUAPIN PKWY,AGG. ASSAULT,O,FIREARM,522,NORTHERN,GLEN OAKS,-76.59727418,39.36453743,,PARK,,1,0
5/25/2014,11:00:00,4C,1900 W PRATT ST,AGG. ASSAULT,I,OTHER,934,SOUTHERN,CARROLLTON RIDGE,-76.64832609,39.28517284,,ROW/TOWNHOUSE-OCC,,1,0
5/25/2014,03:00:00,2A,ST & EASTERN AVE,RAPE,I,OTHER,232,SOUTHEAST,PULASKI INDUSTRIAL AREA,-76.5371115,39.287835,,ROW/TOWNHOUSE-OCC,,1,0
5/25/2014,00:21:00,3CF,300 W FRANKLIN ST,ROBBERY - COMMERCIAL,I,FIREARM,124,CENTRAL,DOWNTOWN,-76.62078861,39.29482727,,CARRY OUT,,1,0
5/24/2014,01:30:00,3B,500 S CHESTER ST,ROBBERY - STREET,O,NA,213,SOUTHEAST,FELLS POINT,-76.58711162,39.28579492,,STREET,,1,0
5/24/2014,10:30:00,4B,200 EUTAW PL,AGG. ASSAULT,I,KNIFE,114,CENTRAL,DOWNTOWN,-76.62112058,39.29155099,,ROW/TOWNHOUSE-OCC,,1,0
5/24/2014,13:55:00,4B,800 W LEXINGTON ST,AGG. ASSAULT,O,KNIFE,712,WESTERN,POPPLETON,-76.63129892,39.29099352,,ROW/TOWNHOUSE-OCC,,1,0
5/24/2014,02:30:00,3AF,7200 MCCLEAN BLVD,ROBBERY - STREET,O,FIREARM,423,NORTHEAST,HARFORD-ECHODALE/PERRING PARKWAY,-76.56711142,39.37171869,,APT/CONDO - OCCUPIED,,1,0
5/24/2014,18:40:00,3K,1100 LAURENS ST,ROBBERY - RESIDENCE,I,NA,724,WESTERN,SANDTOWN-WINCHESTER,-76.63745367,39.3034837,,ROW/TOWNHOUSE-OCC,,1,0
5/24/2014,14:40:00,4B,0 E LEXINGTON ST,AGG. ASSAULT,I,KNIFE,111,CENTRAL,DOWNTOWN,-76.61507686,39.29101663,,,,1,0
5/24/2014,00:00:00,2A,1800 CASADEL AVE,RAPE,I,OTHER,831,SOUTHWEST,MORRELL PARK,-76.65783192,39.26357405,,RESTAURANT,,1,0
5/24/2014,22:00:00,4D,300 LIGHT ST,AGG. ASSAULT,O,HANDS,113,CENTRAL,INNER HARBOR,-76.61308293,39.28508598,,OTHER - INSIDE,,1,0
5/23/2014,19:00:00,3AK,200 E LAFAYETTE AVE,ROBBERY - STREET,O,KNIFE,134,CENTRAL,GREENMOUNT WEST,-76.61363045,39.30998852,,STREET,,1,0
5/23/2014,03:55:00,3AF,5400 MOORES RUN DR,ROBBERY - STREET,O,FIREARM,444,NORTHEAST,FRANKFORD,-76.53459181,39.33031206,,STREET,Eastern 1,1,0
5/23/2014,23:45:00,4A,6400 HILLTOP AVE,AGG. ASSAULT,I,FIREARM,425,NORTHEAST,ROSEMONT EAST,-76.54254072,39.35656116,,ROW/TOWNHOUSE-OCC,,1,0
5/22/2014,19:30:00,3P,5000 LOCH RAVEN BLVD,ROBBERY - STREET,O,NA,413,NORTHEAST,NEW NORTHWOOD,-76.59138644,39.35015347,,STREET,Western,1,0
5/22/2014,18:30:00,3CF,5500 HARFORD RD,ROBBERY - COMMERCIAL,O,FIREARM,423,NORTHEAST,HARFORD-ECHODALE/PERRING PARKWAY,-76.56131214,39.3525682,,OTHER - INSIDE,,1,0
5/22/2014,11:23:00,9S,1600 CHERRY ST,SHOOTING,Outside,FIREARM,911,SOUTHERN,CURTIS BAY,-76.58811628,39.22228094,,STREET,,1,0
5/22/2014,02:20:00,3B,1100 WASHINGTON BLVD,ROBBERY - STREET,O,NA,932,SOUTHERN,WASHINGTON VILLAGE,-76.63262679,39.2829056,,STREET,,1,0
5/22/2014,16:10:00,3B,2100 E BALTIMORE ST,ROBBERY - STREET,I,NA,212,SOUTHEAST,BUTCHER'S HILL,-76.58734674,39.29185417,,STREET,,1,0
5/22/2014,00:15:00,3AF,6800 REISTERSTOWN RD,ROBBERY - STREET,O,FIREARM,631,NORTHWEST,REISTERSTOWN STATION,-76.70759347,39.35999581,,PARKING LOT-OUTSIDE,,1,0
5/22/2014,19:58:00,4B,3800 SAINT VICTOR ST,AGG. ASSAULT,I,KNIFE,913,SOUTHERN,BROOKLYN,-76.59768639,39.23251448,,STREET,,1,0
5/22/2014,23:20:00,4A,300 CHAPELGATE LA,AGG. ASSAULT,I,FIREARM,823,SOUTHWEST,TEN HILLS,-76.70078074,39.28440523,,APT/CONDO - OCCUPIED,,1,0
5/22/2014,11:35:00,4D,200 S DALLAS CT,AGG. ASSAULT,O,HANDS,211,SOUTHEAST,PERKINS HOMES,-76.59666092,39.28865369,,ROW/TOWNHOUSE-OCC,,1,0
5/22/2014,21:01:00,4C,1600 ABBOTSTON ST,AGG. ASSAULT,O,OTHER,411,NORTHEAST,COLDSTREAM HOMESTEAD MONTEBELLO,-76.59438397,39.32292048,,STREET,,1,0
5/21/2014,00:06:00,4B,2300 JEFFERSON ST,AGG. ASSAULT,I,KNIFE,221,SOUTHEAST,MCELDERRY PARK,-76.58413338,39.29656899,,ROW/TOWNHOUSE-OCC,,1,0
5/21/2014,15:30:00,4B,3600 EASTERN AVE,AGG. ASSAULT,O,KNIFE,225,SOUTHEAST,BREWERS HILL,-76.56706788,39.28654911,,STREET,,1,0
5/21/2014,21:00:00,4B,1800 N SMALLWOOD ST,AGG. ASSAULT,I,KNIFE,723,WESTERN,EASTERWOOD,-76.65259782,39.30877877,,STREET,Brooklyn,1,0
5/21/2014,22:57:00,9S,1100 N MONROE ST,SHOOTING,Outside,FIREARM,722,WESTERN,MIDTOWN-EDMONDSON,-76.64769652,39.30094815,,,,1,0
5/21/2014,22:57:00,9S,1100 N MONROE ST,SHOOTING,Outside,FIREARM,722,WESTERN,MIDTOWN-EDMONDSON,-76.64769652,39.30094815,,,,1,0
5/21/2014,22:57:00,4A,1100 N MONROE ST,AGG. ASSAULT,O,FIREARM,722,WESTERN,MIDTOWN-EDMONDSON,-76.64769652,39.30094815,,STREET,,1,0
5/21/2014,11:25:00,3P,100 232RD ST,ROBBERY - STREET,O,NA,,,,,,,OTHER - INSIDE,,1,0
5/21/2014,14:40:00,4C,,AGG. ASSAULT,I,OTHER,,,,,,,STREET,,1,0
5/20/2014,21:00:00,4C,1800 W NORTH AVE,AGG. ASSAULT,,OTHER,731,WESTERN,MONDAWMIN,-76.64704553,39.30992805,,STREET,,1,0
5/20/2014,21:57:00,4B,2500 WOODBROOK AVE,AGG. ASSAULT,I,KNIFE,733,WESTERN,PENN NORTH,-76.6430889,39.31199128,,STREET,,1,0
5/20/2014,22:05:00,4D,1200 W NORTH AVE,AGG. ASSAULT,O,HANDS,733,WESTERN,PENN NORTH,-76.6377861,39.31033928,,STREET,,1,0
5/20/2014,15:15:00,4B,500 N WARWICK AVE,AGG. ASSAULT,I,KNIFE,721,WESTERN,ROSEMONT HOMEOWNERS/TENANTS,-76.65632813,39.29352249,,STREET,,1,0
5/20/2014,18:45:00,4C,1700 HARLEM AVE,AGG. ASSAULT,I,OTHER,713,WESTERN,HARLEM PARK,-76.64486057,39.2965426,,ROW/TOWNHOUSE-OCC,,1,0
5/20/2014,22:00:00,4C,1100 N MOUNT ST,AGG. ASSAULT,I,OTHER,724,WESTERN,SANDTOWN-WINCHESTER,-76.64456662,39.30129453,,ROW/TOWNHOUSE-OCC,,1,0
5/20/2014,16:11:00,4C,0 S CHARLES ST,AGG. ASSAULT,I,OTHER,114,CENTRAL,DOWNTOWN,-76.61508374,39.28947476,,BUS/AUTO,,1,0
5/19/2014,11:20:00,4B,4800 PIMLICO RD,AGG. ASSAULT,O,KNIFE,614,NORTHWEST,CYLBURN,-76.66874284,39.34783841,,SCHOOL,,1,0
5/19/2014,04:00:00,2A,5600 FRANKFORD AVE,RAPE,Outside,OTHER,443,NORTHEAST,FRANKFORD,-76.54051224,39.32221002,,ALLEY,,1,0
5/19/2014,13:19:00,9S,2000 SINCLAIR LA,SHOOTING,O,FIREARM,431,NORTHEAST,CLIFTON PARK,-76.59047963,39.31435987,,STREET,,1,0
5/18/2014,14:55:00,3B,2900 E LOMBARD ST,ROBBERY - STREET,I,NA,221,SOUTHEAST,BALTIMORE-LINWOOD,-76.57603394,39.29115234,,PARK,,1,0
5/18/2014,14:34:00,3NF,600 N ELLWOOD AVE,ROBBERY - STREET,O,FIREARM,224,SOUTHEAST,ELLWOOD PARK/MONUMENT,-76.57380146,39.29812274,,STREET,,1,0
5/18/2014,12:00:00,4C,1400 N COLLINGTON AVE,AGG. ASSAULT,I,OTHER,331,EASTERN,BROADWAY EAST,-76.58712195,39.30711094,,ROW/TOWNHOUSE-OCC,,1,0
5/18/2014,14:34:00,3AF,600 N ELLWOOD AVE,ROBBERY - STREET,O,FIREARM,224,SOUTHEAST,ELLWOOD PARK/MONUMENT,-76.57380146,39.29812274,,STREET,Tri-District,1,0
5/18/2014,03:18:00,3AF,ALAMEDA & GLENEAGLE RD,ROBBERY - STREET,I,FIREARM,522,NORTHERN,GLEN OAKS,-76.593807,39.364227,,STREET,,1,0
5/18/2014,20:03:00,3B,100 N EDGEWOOD ST,ROBBERY - STREET,O,NA,824,SOUTHWEST,ALLENDALE,-76.67750775,39.28896974,,STREET,,1,0
5/17/2014,23:08:00,4B,900 N ROSE ST,AGG. ASSAULT,I,KNIFE,333,EASTERN,MILTON-MONTFORD,-76.5816842,39.30142646,,ROW/TOWNHOUSE-OCC,,1,0
5/17/2014,12:20:00,3D,3900 W BELVEDERE AVE,ROBBERY - COMMERCIAL,O,NA,633,NORTHWEST,LANGSTON HUGHES,-76.68183644,39.34455224,,SPECIALTY STORE,,1,0
5/17/2014,16:08:00,9S,500 E 35TH ST,SHOOTING,Inside,FIREARM,525,NORTHERN,WAVERLY,-76.60937751,39.33101217,,STREET,,1,0
5/17/2014,02:00:00,4C,100 E LOMBARD ST,AGG. ASSAULT,O,OTHER,111,CENTRAL,INNER HARBOR,-76.61354872,39.28767373,,STREET,,1,0
5/17/2014,02:00:00,4C,100 E LOMBARD ST,AGG. ASSAULT,O,OTHER,111,CENTRAL,INNER HARBOR,-76.61354872,39.28767373,,STREET,Northeastern,1,0
5/17/2014,02:00:00,4C,100 E LOMBARD ST,AGG. ASSAULT,O,OTHER,111,CENTRAL,INNER HARBOR,-76.61354872,39.28767373,,STREET,,1,0
5/16/2014,00:00:00,4C,900 WILMINGTON AVE,AGG. ASSAULT,Outside,OTHER,832,SOUTHWEST,MORRELL PARK,-76.66633635,39.27471137,,OTHER - INSIDE,,1,0
5/16/2014,21:35:00,9S,5900 ST REGIS RD,SHOOTING,Outside,FIREARM,441,NORTHEAST,CEDONIA,-76.53172371,39.32616964,,ALLEY,,1,0
5/16/2014,21:48:00,4C,3900 PARK HEIGHTS AVE,AGG. ASSAULT,O,OTHER,614,NORTHWEST,CENTRAL PARK HEIGHTS,-76.66183892,39.33328033,,STREET,,1,0
5/16/2014,17:20:00,4B,3500 OAKMONT AVE,AGG. ASSAULT,I,KNIFE,614,NORTHWEST,CENTRAL PARK HEIGHTS,-76.67634107,39.34511655,,STREET,,1,0
5/15/2014,23:19:00,3B,200 N HIGHLAND AVE,ROBBERY - STREET,O,NA,224,SOUTHEAST,ELLWOOD PARK/MONUMENT,-76.5696354,39.29493574,,STREET,,1,0
5/15/2014,10:15:00,4C,1600 HARFORD AVE,AGG. ASSAULT,O,OTHER,314,EASTERN,OLIVER,-76.60063949,39.30837477,,PARKING LOT-OUTSIDE,,1,0
5/15/2014,20:20:00,4B,3700 GREENMOUNT AVE,AGG. ASSAULT,O,KNIFE,525,NORTHERN,WAVERLY,-76.60942918,39.33417939,,ROW/TOWNHOUSE-OCC,,1,0
5/15/2014,19:30:00,4C,1700 SEXTON ST,AGG. ASSAULT,I,OTHER,831,SOUTHWEST,MORRELL PARK,-76.65304764,39.26883761,,STREET,,1,0
5/14/2014,05:45:00,9S,3800 BONVIEW AV,SHOOTING,I,FIREARM,432,NORTHEAST,BELAIR-EDISON,-76.56366171,39.31504372,,STREET,,1,0
5/14/2014,16:36:00,3B,600 HOMESTEAD ST,ROBBERY - STREET,I,NA,513,NORTHERN,BETTER WAVERLY,-76.60859148,39.32713979,,STREET,,1,0
5/14/2014,09:05:00,3B,1400 ORLEANS ST,ROBBERY - STREET,O,NA,321,EASTERN,DUNBAR-BROADWAY,-76.59861369,39.29517877,,STREET,Eastern 2,1,0
5/14/2014,09:00:00,4D,2400 MOSHER ST,AGG. ASSAULT,I,HANDS,723,WESTERN,BRIDGEVIEW/GREENLAWN,-76.65513287,39.29962419,,SCHOOL,,1,0
5/14/2014,15:40:00,4C,2800 SAINT LO DR,AGG. ASSAULT,I,OTHER,431,NORTHEAST,CLIFTON PARK,-76.58710761,39.31882485,,SCHOOL,,1,0
5/14/2014,14:30:00,4B,5000 MORAVIA RD,AGG. ASSAULT,I,KNIFE,443,NORTHEAST,FRANKFORD,-76.5504859,39.3247851,,OTHER - OUTSIDE,,1,0
5/14/2014,20:15:00,4B,3000 MCELDERRY ST,AGG. ASSAULT,I,KNIFE,224,SOUTHEAST,ELLWOOD PARK/MONUMENT,-76.5747032,39.29795155,,STREET,,1,0
5/14/2014,13:45:00,4C,1600 BARCLAY ST,AGG. ASSAULT,I,OTHER,313,EASTERN,GREENMOUNT WEST,-76.61076551,39.30794962,,SCHOOL,Central,1,0
5/13/2014,22:40:00,4B,5600 LOCH RAVEN BLVD,AGG. ASSAULT,O,KNIFE,414,NORTHEAST,WOODBOURNE HEIGHTS,-76.58969298,39.35785283,,APT/CONDO - OCCUPIED,Eastern 1,1,0
5/13/2014,15:30:00,3B,700 COVINGTON ST,ROBBERY - STREET,O,NA,112,CENTRAL,FEDERAL HILL,-76.60720345,39.2806823,,ROW/TOWNHOUSE-OCC,,1,0
5/13/2014,03:30:00,3K,3800 WABASH AVE,ROBBERY - RESIDENCE,O,NA,625,NORTHWEST,EAST ARLINGTON,-76.66533789,39.32780739,,ROW/TOWNHOUSE-OCC,,1,0
5/13/2014,13:25:00,3AF,700 PENNSYLVANIA AVE,ROBBERY - STREET,O,FIREARM,125,CENTRAL,SETON HILL,-76.62517,39.29574556,,STREET,,1,0
5/13/2014,18:00:00,4B,3600 BELAIR RD,AGG. ASSAULT,O,KNIFE,432,NORTHEAST,BELAIR-EDISON,-76.57010943,39.32437754,,STREET,,1,0
5/12/2014,17:00:00,4B,4800 HARFORD RD,AGG. ASSAULT,O,KNIFE,421,NORTHEAST,LAURAVILLE,-76.56780874,39.34469802,,OTHER - OUTSIDE,Northeastern,1,0
5/12/2014,18:25:00,3D,5400 REISTERSTOWN RD,ROBBERY - COMMERCIAL,O,NA,634,NORTHWEST,WOODMERE,-76.68872539,39.34670876,,OTHER - INSIDE,,1,0
5/12/2014,02:49:00,3AK,4700 EASTERN AVE,ROBBERY - STREET,I,KNIFE,233,SOUTHEAST,GREEKTOWN,-76.55649909,39.28710204,,STREET,Northwestern,1,0
5/12/2014,11:50:00,4C,1300 GORSUCH AVE,AGG. ASSAULT,I,OTHER,412,NORTHEAST,COLDSTREAM HOMESTEAD MONTEBELLO,-76.60026548,39.32481865,,SCHOOL,,1,0
5/11/2014,19:40:00,3AF,2400 EVERTON RD,ROBBERY - STREET,O,FIREARM,533,NORTHERN,MOUNT WASHINGTON,-76.66859146,39.36002193,,STREET,,1,0
5/11/2014,01:07:00,1A,1400 N Patterson Park Av,HOMICIDE,I,FIREARM,331,EASTERN,BROADWAY EAST,-76.5856776,39.30682505,,,,1,0
5/11/2014,22:31:00,4D,1400 MOSANDER WAY,AGG. ASSAULT,O,HANDS,,,,0,0,,ROW/TOWNHOUSE-OCC,,1,0
5/11/2014,19:40:00,3K,500 BALTIC AVE,ROBBERY - RESIDENCE,I,NA,913,SOUTHERN,BROOKLYN,-76.60201018,39.24002862,,ROW/TOWNHOUSE-OCC,,1,0
5/11/2014,23:50:00,4C,1100 W CROSS ST,AGG. ASSAULT,O,OTHER,932,SOUTHERN,WASHINGTON VILLAGE,-76.63066966,39.28157474,,ROW/TOWNHOUSE-OCC,,1,0
5/10/2014,13:51:00,3CF,800 N CAREY ST,ROBBERY - COMMERCIAL,I,FIREARM,713,WESTERN,HARLEM PARK,-76.63869682,39.29792383,,GROCERY/CONFECTION,,1,0
5/10/2014,22:58:00,4B,2500 OAKLEY AVE,AGG. ASSAULT,I,KNIFE,532,NORTHERN,CYLBURN,-76.65986967,39.34909991,,STREET,,1,0
